title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
SEYOUL 21天精华液 | 淡化黄褐斑、雀斑、毛孔粗大，帮助肌肤焕发光彩，健康亮泽,买二送一海绵,17.6,https://cf.shopee.ph/file/ph-11134207-820le-mnrsdufrd34477,http://shopee.ph/product/1245550668/28525726205,Skincare,Facial Serum & Essence,IVCN202606251765,1.59013E+11,https://detail.1688.com/offer/685665008000.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28525726205,54.63,热销品,,
SEYOUL 21天精华液 | 淡化黄褐斑、雀斑、毛孔粗大，帮助肌肤焕发光彩，健康亮泽,买3瓶+1瓶积雪草喷雾,26.4,https://cf.shopee.ph/file/ph-11134207-820lf-mnrsdwyriadi44,http://shopee.ph/product/1245550668/28525726205,Skincare,Facial Serum & Essence,IVCN202606251771,1.59013E+11,https://detail.1688.com/offer/685665008000.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28525726205,110.66,热销品,,
GOLDNEXAMIC? 10倍阳极氧化多层亮肤提亮精华液 30毫升,GOLDNEXAMIC? 10倍阳极氧化多层亮肤提亮精华液 30毫升,18.75,https://cf.shopee.vn/file/vn-11134207-81ztc-mp3hlbyur9ql07,http://shopee.vn/product/1005466578/28557536438,Skincare,Facial Serum & Essence,IVCN202606251775,1.66616E+11,https://detail.1688.com/offer/628665414616.html?fromkv=cbuPcPlugin:searchEngineRecommend&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28557536438,69.88,热销品,,
【正品】MD CARE NMF益生元平衡精华液，修复肌肤屏障 30毫升,【正品】MD CARE NMF益生元平衡精华液，修复肌肤屏障 30毫升,9,https://cf.shopee.vn/file/vn-11134207-81ztc-mp38wiolr3lt6a,http://shopee.vn/product/1100743141/28569201245,Skincare,Facial Serum & Essence,IVCN202606251779,1.28136E+11,https://detail.1688.com/offer/890774482124.html?spm=a26352.13672862.offerlist.179.298f6093pMiBKY&offerId=890774482124&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5830139312221&trace_log=normal&uuid=2ab1d81706cd4af1a319f139d6f74166&forcePC=1766398221464,1688三档价格,6月25日,28569201245,41.66,热销品,,
【货到付款】Bioten祛痘夜间精华液，含水杨酸、烟酰胺、甘醇酸，30毫升 | 护肤,【货到付款】Bioten祛痘夜间精华液，含水杨酸、烟酰胺、甘醇酸，30毫升 | 护肤,7.5,https://cf.shopee.ph/file/ph-11134207-820l4-mp1li8i1i1a9a2,http://shopee.ph/product/254887331/28603244615,Skincare,Acne Treatment,IVCN202606251785,1.76533E+11,https://detail.1688.com/offer/860023249050.html?spm=a26352.13672862.offerlist.41.3a0d1e62TSfY1i&cosite=-&tracelog=p4p&_p_isad=1&clickid=58f7e8e52e6e4b48bd29ddf9397d6a22&sessionid=d741d18584100c48ed5b24cf49098fd5,1688三档价格,6月25日,28603244615,20.93,热销品,,
Wosado 亲肤竹炭吸油纸，持久控油，带粉扑和镜子（100张）,吸油纸,4.2,https://cf.shopee.co.th/file/cn-11134207-7ras8-m81f0sh8tyql82,http://shopee.co.th/product/951784981/27112725648,Skincare,Blotting Paper,IVCN202606251787,2.56691E+11,https://detail.1688.com/offer/820882278665.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,27112725648,6.51,热销品,,
Uriage Cica Daily Gel-Crème Réparateur 40ml - 保湿亮白凝胶,Uriage Cica Daily Gel-Crème Réparateur 40ml - 保湿亮白凝胶,10.8,https://cf.shopee.vn/file/vn-11134201-7ras8-m16tgmikizju72,http://shopee.vn/product/193849872/28663689393,Skincare,Facial Moisturizer,IVCN202606251792,2.26863E+11,,1688三档价格,6月25日,28663689393,32.17,热销品,,
Rosette 净颜去角质磨砂膏，毛孔细致，180克,缩小毛孔,4.32,https://cf.shopee.vn/file/vn-11134207-7ras8-m1gp6tvwknunbb,http://shopee.vn/product/115718055/3306032184,Skincare,Face Scrub & Peel,IVCN202606251797,2.04993E+11,https://detail.1688.com/offer/627557640181.html?spm=a26352.13672862.offerlist.1.407442911w1QoT&cosite=-&tracelog=p4p&_p_isad=1&clickid=9ab82b10503b43d0a3046c3a1cb38142&sessionid=dfebb45b77f18aacf025c4eeb0887cf8,1688三档价格,6月25日,3306032184,6.6,热销品,,
[VT] 纯素 PDRN 日常面膜 30 片装 植物基人参 PDRN，焕彩护理 [官方旗舰店],里德尔注射剂和PDRN每日口罩,25,https://cf.shopee.com.my/file/sg-11134207-7rfhd-m3k8qw6dvn0u0b,http://shopee.com.my/product/213974049/28670316051,Skincare,Face Mask & Packs,IVCN202606251801,2.15631E+11,https://detail.1688.com/offer/919099989801.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,28670316051,86.25,热销品,,
[VT] 纯素 PDRN 日常面膜 30 片装 植物基人参 PDRN，焕彩护理 [官方旗舰店],里德尔注射剂和PDRN每日口罩,25,https://cf.shopee.com.my/file/sg-11134207-7rfhd-m3k8qw6dvn0u0b,http://shopee.com.my/product/213974049/28670316051,Skincare,Face Mask & Packs,IVCN202606251801,2.15631E+11,https://detail.1688.com/offer/919099989801.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,28670316051,86.25,热销品,,
兰博士水杨酸洁面爽肤水控油舒缓修护祛痘精华 100克+135毫升,洁面乳,2.8,https://cf.shopee.ph/file/ph-11134207-81zto-mlhm0d999hxg49,http://shopee.ph/product/1488339840/28687793550,Skincare,Acne Treatment,IVCN202606251809,2.70467E+11,https://detail.1688.com/offer/844531345873.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28687793550,2.8,热销品,,
特维安特 | 免洗保湿洁面膏,特维安特 | 免洗保湿洁面膏,4.56,https://cf.shopee.ph/file/ph-11134207-7ras8-m26jpjw4x3248b,http://shopee.ph/product/138446346/28716411420,Skincare,Facial Moisturizer,IVCN202606251815,2.07942E+11,https://detail.1688.com/offer/769768531578.html?fromkv=cbuPcPlugin:searchEngineRecommend&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28716411420,25.99,热销品,,
HYSEAC 抗痘精华液 30ml - 祛痘、抗菌、控油精华液。,HYSEAC 抗痘精华液 30ml - 祛痘、抗菌、控油精华液。,2.4,https://cf.shopee.vn/file/vn-11134207-81ztc-mp22snl3czyk92,http://shopee.vn/product/300458619/28729166682,Skincare,Acne Treatment,IVCN202606251819,2.33921E+11,https://detail.1688.com/offer/745052112887.html?spm=a26352.13672862.offerlist.9.63074132yUd8eR,1688三档价格,6月25日,28729166682,51.63,热销品,,
BIOVECTOR 铜肽精华液 - 全面修护肌肤，减少刺激，防止氧化，淡化痘疤 10毫升 & 30毫升,30毫升,91.6,https://cf.shopee.vn/file/vn-11134201-7ra0g-m6ov27vlxph4b1,http://shopee.vn/product/144279740/28774986959,Skincare,Facial Serum & Essence,IVCN202606251823,2.47573E+11,https://detail.1688.com/offer/855612353256.html?spm=a26352.13672862.offerlist.249.64151e62zDp1I4&offerId=855612353256&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=9e4040ff105642418bb93d03cc9e38a6&skuId=5891474983220&forcePC=1766461772608,1688三档价格,6月25日,28774986959,107.48,热销品,,
SEYOUL 淡斑组合 | 21天精华液和防晒安瓶 – 淡化色斑并保护肌肤,SEYOUL 淡斑组合 | 21天精华液和防晒安瓶 – 淡化色斑并保护肌肤,8.8,https://cf.shopee.ph/file/ph-11134207-820l7-mnrtv0tuw16s5e,http://shopee.ph/product/1245550668/28776678627,Skincare,Facial Serum & Essence,IVCN202606251827,2.23821E+11,https://detail.1688.com/offer/685665008000.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28776678627,34.56,热销品,,
SKINTIFIC 烟酰胺亮白洁面乳 面部清洁乳 控油洁面乳 祛痘,120毫升,8.5,https://cf.shopee.com.my/file/my-11134207-820ld-mj7t25z858uabf,http://shopee.com.my/product/1430310740/28826179194,Skincare,Facial Cleanser,IVCN202606251840,2.33802E+11,https://detail.1688.com/offer/874745468401.html?spm=a26352.b28411319.offerlist.13.32be1e62T5iQom&cosite=-&tracelog=p4p&_p_isad=1&clickid=182e8461cb5a45b3b8c62bb8a78e2839&sessionid=f574ade07f0a71c75594653c07938d99,1688三档价格,6月25日,28826179194,19.15,热销品,,
SKINTIFIC 烟酰胺亮白洁面乳 面部清洁乳 控油洁面乳 祛痘,120毫升*2,17,https://cf.shopee.com.my/file/my-11134207-820lg-mj7t1xv6z6yu93,http://shopee.com.my/product/1430310740/28826179194,Skincare,Facial Cleanser,IVCN202606251842,2.33802E+11,https://detail.1688.com/offer/874745468401.html?spm=a26352.b28411319.offerlist.13.32be1e62T5iQom&cosite=-&tracelog=p4p&_p_isad=1&clickid=182e8461cb5a45b3b8c62bb8a78e2839&sessionid=f574ade07f0a71c75594653c07938d99,1688三档价格,6月25日,28826179194,34.07,热销品,,
Numbuzin No.5+ 维生素谷胱甘肽淡斑激光霜（50毫升）,Numbuzin No.5+ 维生素谷胱甘肽淡斑激光霜（50毫升）,17,https://cf.shopee.com.my/file/my-11134207-820l9-mk3h5gxz2adgcb,http://shopee.com.my/product/906786805/28865852039,Skincare,Facial Serum & Essence,IVCN202606251846,2.419E+11,https://detail.1688.com/offer/985997624832.html?spm=a26352.b28411319.offerlist.11.1d931e62s1Wlb7,1688三档价格,6月25日,28865852039,48.26,热销品,,
【medicube官方】深层维C胶囊霜 | 亮白 | 紧致 | 修复肌肤屏障 | 维他命 | 金珠,PDRN+Deep Duo,40,https://cf.shopee.com.my/file/my-11134207-7rasl-maamqz9hi2bv5d,http://shopee.com.my/product/564298235/28958045302,Skincare,Facial Moisturizer,IVCN202606251850,2.90189E+11,https://detail.1688.com/offer/940066216281.html?spm=a26352.b28411319.offerlist.48.74161e62MZ1R0J,1688三档价格,6月25日,28958045302,161.63,热销品,,
【medicube官方】深层维C胶囊霜 | 亮白 | 紧致 | 修复肌肤屏障 | 维他命 | 金珠,单身的,13.35,https://cf.shopee.com.my/file/my-11134207-820lh-mf1xl7j9hkp908,http://shopee.com.my/product/564298235/28958045302,Skincare,Facial Moisturizer,IVCN202606251854,2.90189E+11,https://detail.1688.com/offer/940066216281.html?spm=a26352.b28411319.offerlist.48.74161e62MZ1R0J,1688三档价格,6月25日,28958045302,13.35,热销品,,
Mary&May 面膜 - 5 种规格（30 片/20 片/400 克/250 克）,艾地苯醌黑莓,27,https://cf.shopee.com.my/file/my-11134207-7rasf-m85wcg123038bc,http://shopee.com.my/product/1357040063/28961388289,Skincare,Face Mask & Packs,IVCN202606251856,2.51601E+11,https://detail.1688.com/offer/900060806749.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28961388289,37.43,热销品,,
Mary&May 面膜 - 5 种规格（30 片/20 片/400 克/250 克）,烟酰胺维生素C,27,https://cf.shopee.com.my/file/my-11134207-7rasi-m85wbt2hokz8fd,http://shopee.com.my/product/1357040063/28961388289,Skincare,Face Mask & Packs,IVCN202606251858,2.51601E+11,https://detail.1688.com/offer/900060806749.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28961388289,29.42,热销品,,
【COSRX官方】熊果苷2号祛斑精华液 50ml，祛痘疤，淡化色素沉着，解决所有色素沉着问题，针对色素沉着过度 1瓶,1EA,10.5,https://cf.shopee.ph/file/sg-11134207-7rdxv-m1ds57u84bayfb,http://shopee.ph/product/153457585/28964055343,Skincare,Facial Serum & Essence,IVCN202606251860,1.87878E+11,https://detail.1688.com/offer/916887455502.html?spm=a26352.b28411319.offerlist.46.6d991e62XlqXNT,1688三档价格,6月25日,28964055343,11.78,热销品,,
旁氏焕颜奇迹日夜精华液，蕴含己基视黄醇，有效淡化色斑和皱纹，30克,日间精华液,8.35,https://cf.shopee.vn/file/vn-11134207-7ras8-m4vix5picswn1a,http://shopee.vn/product/1397276155/29018464527,Skincare,Facial Serum & Essence,IVCN202606251862,2.57092E+11,"https://detail.1688.com/offer/994022089299.html?spm=a26352.13672862.offerlist.176.34a51e62Oysnyw&cosite=-&tracelog=p4p&_p_isad=1&clickid=2c7ed370c53843a49c7ffe084ad6bd17&sessionid=34ea92f37bfb4622a389189ad6037be3
 https://detail.1688.com/offer/966727064369.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价格,6月25日,29018464527,18.6,热销品,,
美迪立方贴片 6 种类型（维生素 C、外泌体、零度 2.0、零度温和、琥珀酸、胶原蛋白、身体）,维他命C深层气垫粉底液 150克,16,https://cf.shopee.com.br/file/sg-11134207-7rd5v-m7hojufgc8tla2,http://shopee.com.br/product/457864097/29030020001,Skincare,Others,IVCN202606251866,1.95894E+11,https://detail.1688.com/offer/983883338151.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29030020001,86.28,热销品,,
泰国4K Plus美白霜，泰国美白霜20克 Fata Cos,4K 浆果,2.33,https://cf.shopee.vn/file/vn-11134207-7ras8-mccaa2ckz9vg4d,http://shopee.vn/product/274339538/29033173855,Skincare,Facial Moisturizer,IVCN202606251868,1.67109E+11,https://detail.1688.com/offer/684915057634.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,29033173855,9.48,热销品,,
O.TWO.O #Haute 系列润色唇膏 超保湿唇膏 75% 精华丝滑润色唇彩,#03 栗子,10.06,https://cf.shopee.ph/file/ph-11134207-7rasl-m3vhqgnwaqdzec,http://shopee.ph/product/860287702/29069014073,Skincare,Lip Treatment,IVCN202606251872,1.19334E+11,https://detail.1688.com/offer/984874156637.html?spm=a26352.b28411319.offerlist.13.28191e62tTY2Zu,1688三档价格,6月25日,29069014073,10.06,热销品,,Lip Balm
O.TWO.O #Haute 系列润色唇膏 超保湿唇膏 75% 精华丝滑润色唇彩,热门?#04 桃子,9.52,https://cf.shopee.ph/file/ph-11134207-7rasd-m3vhqjgw5j4n3b,http://shopee.ph/product/860287702/29069014073,Skincare,Lip Treatment,IVCN202606251876,1.19334E+11,https://detail.1688.com/offer/984874156637.html?spm=a26352.b28411319.offerlist.13.28191e62tTY2Zu,1688三档价格,6月25日,29069014073,9.52,热销品,,Lip Balm
O.TWO.O #Haute 系列润色唇膏 超保湿唇膏 75% 精华丝滑润色唇彩,#07 荔枝,9.63,https://cf.shopee.ph/file/ph-11134207-7rasg-m3vhqr44yqyi45,http://shopee.ph/product/860287702/29069014073,Skincare,Lip Treatment,IVCN202606251881,1.19334E+11,https://detail.1688.com/offer/984874156637.html?spm=a26352.b28411319.offerlist.13.28191e62tTY2Zu,1688三档价格,6月25日,29069014073,9.63,热销品,,Lip Balm
DrCeutics 温和橄榄洁面泡沫 (150ml) - 深层清洁，温和洁面乳,泡沫洁面乳,7.56,https://cf.shopee.vn/file/vn-11134207-7ras8-mdoh2fm7qsoh6d,http://shopee.vn/product/151657812/29102297993,Skincare,Facial Cleanser,IVCN202606251885,2.33616E+11,https://detail.1688.com/offer/942441627046.html?spm=a26352.13672862.offerlist.4.7352f162AbLM3B&offerId=942441627046&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=8e47f510053d45619b220fdd8fb935bd&skuId=6011569447093&forcePC=1767615471035,1688三档价格,6月25日,29102297993,22.53,热销品,,
DrCeutics 温和橄榄洁面泡沫 (150ml) - 深层清洁，温和洁面乳,洁面泡沫 200克,3.6,https://cf.shopee.vn/file/vn-11134207-820l4-mh5wq623gsnh9b,http://shopee.vn/product/151657812/29102297993,Skincare,Facial Cleanser,IVCN202606251889,3.06178E+11,https://detail.1688.com/offer/942441627046.html?spm=a26352.13672862.offerlist.4.7352f162AbLM3B&offerId=942441627046&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=8e47f510053d45619b220fdd8fb935bd&skuId=6011569447093&forcePC=1767615471035,1688三档价格,6月25日,29102297993,9.36,热销品,,
AZARINE 舒缓保湿防晒凝胶 SPF45 30毫升,AZARINE 舒缓保湿防晒凝胶 SPF45 30毫升,3.5,https://cf.shopee.com.my/file/my-11134201-7rask-maodcwbciw1629,http://shopee.com.my/product/21516516/25817600960,Skincare,Face Sunscreen,IVCN202606251893,2.50433E+11,https://detail.1688.com/offer/956049432248.html,1688三档价格,6月25日,25817600960,8.05,热销品,,
【新品】MEDICUBE PDRN 粉色胶原蛋白外泌体注射安瓿（2000/7500），30毫升,外泌体检测 7500,21,https://cf.shopee.com.br/file/sg-11134207-7rcd3-m6f63i9a8kxe1f,http://shopee.com.br/product/920292999/29126060116,Skincare,Facial Serum & Essence,IVCN202606251901,1.39238E+11,https://detail.1688.com/offer/906487446907.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29126060116,26.39,热销品,,
【新品】MEDICUBE PDRN 粉色胶原蛋白外泌体注射安瓿（2000/7500），30毫升,外泌体检测 7500,21,https://cf.shopee.com.br/file/sg-11134207-7rcd3-m6f63i9a8kxe1f,http://shopee.com.br/product/920292999/29126060116,Skincare,Facial Serum & Essence,IVCN202606251901,1.39238E+11,https://detail.1688.com/offer/906487446907.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29126060116,26.39,热销品,,
SKINTIFIC 377 淡斑保湿凝胶 美白保湿霜 提亮肤色 日夜霜 氨甲环酸,30克*1,10,https://cf.shopee.com.my/file/my-11134207-7rasg-m6gjc5rzvhx51b,http://shopee.com.my/product/1430310740/29126769270,Skincare,Facial Moisturizer,IVCN202606251906,2.0823E+11,https://detail.1688.com/offer/863517108781.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29126769270,19.57,热销品,,
[d'Alba 官方] 抗衰老护肤防护套装（第一喷雾精华液 100ml，水润亮肤防晒霜 50ml）,[d'Alba 官方] 抗衰老护肤防护套装（第一喷雾精华液 100ml，水润亮肤防晒霜 50ml）,19,https://cf.shopee.vn/file/sg-11134207-820nm-mnvjvhvdcutd79,http://shopee.vn/product/562665255/29135784494,Skincare,Facial Serum & Essence,IVCN202606251908,2.34204E+11,"https://detail.1688.com/offer/989125507038.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982
 https://detail.1688.com/offer/953560202077.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价格,6月25日,29135784494,98.09,热销品,,
HISTOLAB 72% 蓝甘菊复合物安瓶精华液，有效减少痤疮,50毫升,53.25,https://cf.shopee.vn/file/vn-11134207-81ztc-mowc2zsy70gdfe,http://shopee.vn/product/662618911/29250662428,Skincare,Facial Serum & Essence,IVCN202606251910,1.85223E+11,https://detail.1688.com/offer/914555341825.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29250662428,53.25,热销品,,
【新品上市】SKINTIFIC 烟酰胺亮肤洁面乳，含水杨酸，专为面部清洁而设计,??【热销】洁面乳,8.34,https://cf.shopee.ph/file/ph-11134207-820la-mnjcps0c21hk12,http://shopee.ph/product/612831390/29255083814,Skincare,Facial Cleanser,IVCN202606251915,2.17645E+11,https://detail.1688.com/offer/874745468401.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=3b08d58fa2144330a4aa8e813de65dae&sessionid=05e8a4558d86468aba4fd9eb2ac3622f,1688三档价格,6月25日,29255083814,8.34,热销品,,
心叶77舒缓爽肤水祛痘保湿收缩毛孔控油,77号舒缓爽肤水,6.8,https://cf.shopee.ph/file/ph-11134207-820l8-mnwvopamij9i7f,http://shopee.ph/product/569229819/29362141270,Skincare,Toner,IVCN202606251920,2.61028E+11,https://detail.1688.com/offer/925574752190.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,29362141270,8.87,热销品,,
Cocoon 洪延姜黄萃取精华液，含10%维生素C，强效提亮肤色，淡化色斑 30毫升,Cocoon 洪延姜黄萃取精华液，含10%维生素C，强效提亮肤色，淡化色斑 30毫升,7.5,https://cf.shopee.vn/file/vn-11134201-7qukw-leqvq31tbv7770,http://shopee.vn/product/175753395/2932782100,Skincare,Facial Serum & Essence,IVCN202606251922,74348674677,https://detail.1688.com/offer/1001927266731.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,2932782100,17.33,热销品,,
